perturbation_size,speccert
0,0.7297297297297297
1,0.7297297297297297
2,0.7297297297297297
3,0.7297297297297297
4,0.7297297297297297
5,0.7297297297297297
6,0.7297297297297297
7,0.7297297297297297
8,0.727027027027027
9,0.7243243243243244
10,0.7162162162162162
11,0.7135135135135136
12,0.7081081081081081
13,0.6945945945945946
14,0.6783783783783783
15,0.47297297297297297
16,0.0
