perturbation_size,speccert
0,0.7730282962071041
1,0.7700180614087899
2,0.7639975918121613
3,0.7603853100541842
4,0.7525586995785671
5,0.7471402769416015
6,0.7429259482239615
7,0.7363034316676701
8,0.7308850090307044
9,0.7272727272727273
10,0.7206502107164359
11,0.7116195063214931
12,0.7025888019265503
13,0.6935580975316075
14,0.674894641782059
15,0.4003612281757977
16,0.0
