perturbation_size,T10,T30,T50
0,0.165,0.165,0.165
1,0.165,0.165,0.165
2,0.165,0.165,0.165
3,0.165,0.165,0.165
4,0.165,0.165,0.165
5,0.165,0.165,0.165
6,0.0,0.165,0.165
7,0.0,0.165,0.165
8,0.0,0.165,0.165
9,0.0,0.165,0.165
10,0.0,0.165,0.165
11,0.0,0.165,0.165
12,0.0,0.165,0.165
13,0.0,0.165,0.165
14,0.0,0.165,0.165
15,0.0,0.165,0.165
16,0.0,0.0,0.165
