perturbation_size,speccert
0,0.7786259541984732
1,0.7760814249363868
2,0.7760814249363868
3,0.7760814249363868
4,0.7735368956743003
5,0.7684478371501272
6,0.7659033078880407
7,0.7659033078880407
8,0.7659033078880407
9,0.7633587786259542
10,0.7608142493638677
11,0.7582697201017812
12,0.7557251908396947
13,0.7506361323155216
14,0.7379134860050891
15,0.4580152671755725
16,0.0
