perturbation_size,speccert
0,0.906413814369411
1,0.906413814369411
2,0.9062596361393771
3,0.9062596361393771
4,0.9059512796793093
5,0.9054887449892075
6,0.9053345667591736
7,0.9042553191489362
8,0.9024051803885291
9,0.8997841504779525
10,0.8971631205673759
11,0.8923835954363244
12,0.8848288621646624
13,0.8675609004008634
14,0.8327166204131976
15,0.3965464076472402
16,0.0
