perturbation_size,T10,T30,T50
0,0.9047619047619048,0.9047619047619048,0.8888888888888888
1,0.9047619047619048,0.9047619047619048,0.8888888888888888
2,0.9047619047619048,0.9047619047619048,0.8888888888888888
3,0.8888888888888888,0.9047619047619048,0.8888888888888888
4,0.8888888888888888,0.8888888888888888,0.8888888888888888
5,0.6031746031746031,0.8888888888888888,0.8888888888888888
6,0.0,0.8888888888888888,0.8888888888888888
7,0.0,0.8888888888888888,0.8888888888888888
8,0.0,0.8888888888888888,0.8888888888888888
9,0.0,0.8888888888888888,0.8888888888888888
10,0.0,0.8888888888888888,0.8888888888888888
11,0.0,0.8888888888888888,0.8888888888888888
12,0.0,0.8888888888888888,0.8888888888888888
13,0.0,0.8888888888888888,0.8888888888888888
14,0.0,0.8888888888888888,0.8888888888888888
15,0.0,0.6031746031746031,0.8888888888888888
16,0.0,0.0,0.8888888888888888
