perturbation_size,speccert
0,0.6693430656934306
1,0.6686131386861314
2,0.6686131386861314
3,0.6664233576642336
4,0.6649635036496351
5,0.6642335766423357
6,0.6627737226277373
7,0.6627737226277373
8,0.6620437956204379
9,0.6591240875912409
10,0.6576642335766424
11,0.654014598540146
12,0.6474452554744525
13,0.6401459854014598
14,0.6313868613138686
15,0.33211678832116787
16,0.0
